"genre","publisher","developer","critic_score","release_date","total_sales","release_Month"
"Misc","Slitherine Software","Unknown",NA,2013-11-14,NA,11
"Misc","FCI","Locus",NA,1993-11-01,NA,11
"Misc","Bandai","Unknown",NA,1993-09-10,NA,9
"Misc","bitComposer Games","Unknown",NA,2014-05-22,NA,5
"Misc","King.com","Unknown",NA,2013-03-28,NA,3
"Misc","505 Games","HuneX",NA,2005-11-16,NA,11
"Misc","Nintendo","Nintendo",NA,2009-04-27,NA,4
"Misc","Unknown","Unknown",NA,2014-03-26,NA,3
"Misc","Unknown","Unknown",NA,2014-03-26,NA,3
"Misc","Unknown","Unknown",NA,2014-04-28,NA,4
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","Unknown","Intergrow",NA,NA,NA,NA
"Misc","Unknown","Unknown",NA,2014-05-19,NA,5
"Misc","G5 Entertainment","Unknown",NA,2010-04-06,NA,4
"Misc","G5 Entertainment","Unknown",NA,2010-04-06,NA,4
"Misc","G5 Entertainment","Unknown",NA,2010-04-06,NA,4
"Misc","Legacy Interactive","Unknown",NA,2013-11-26,NA,11
"Misc","Sony Computer Entertainment","epics",NA,2008-07-28,NA,7
"Misc","1C Company","Unknown",NA,2007-05-11,NA,5
"Misc","CIRCLE Entertainment","Unknown",NA,2014-06-26,NA,6
"Misc","Nippon Telenet","Nippon Telenet",NA,1996-04-26,NA,4
"Misc","Nippon Telenet","Nippon Telenet",NA,1996-09-27,NA,9
"Misc","Nippon Telenet","Nippon Telenet",NA,1997-03-28,NA,3
"Misc","Nippon Telenet","Nippon Telenet",NA,1997-05-30,NA,5
"Misc","Nippon Telenet","Nippon Telenet",NA,1997-08-29,NA,8
"Misc","Telenet","Telenet",NA,1999-01-29,NA,1
"Misc","Namco","Namco",NA,1999-03-25,NA,3
"Misc","Namco","Namco",NA,1999-12-09,NA,12
"Misc","Namco","Namco",NA,2000-09-21,NA,9
"Misc","Telenet","Telenet",NA,1999-11-02,NA,11
"Misc","Sega","Compile",NA,1988-01-01,NA,1
"Misc","Microsoft","Shaun Quaintance",NA,2011-08-11,NA,8
"Misc","Unknown","Twelve Interactive",NA,NA,NA,NA
"Misc","Hudson Soft","Hudson Soft",NA,2010-11-11,NA,11
"Misc","505 Games","Tamsoft",NA,2005-11-16,NA,11
"Misc","Sony Computer Entertainment","SCEE London Studio",NA,2006-09-22,NA,9
"Misc","Sony Computer Entertainment","SCEE London Studio",NA,2006-09-22,NA,9
"Misc","Sony Computer Entertainment","SCEE London Studio",NA,2006-09-22,NA,9
"Misc","Ayopa Games LLC","Unknown",NA,2013-08-08,NA,8
"Misc","PF.Magic","PF.Magic",NA,1994-01-01,NA,1
"Misc","cerasus.media","Unknown",NA,2013-03-14,NA,3
"Misc","Gotham Games","Wildfire Studios",NA,2003-04-22,NA,4
"Misc","Microsoft","TheAngryWaffle",NA,2009-04-16,NA,4
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","Silver Fox Media","Unknown",NA,2013-09-26,NA,9
"Misc","Namco","Bits Studios",NA,2006-08-23,NA,8
"Misc","Namco","Bits Studios",NA,2006-08-22,NA,8
"Misc","Namco","Bits Studios",NA,2006-08-23,NA,8
"Misc","D3 Publisher","Mobilero",NA,2010-08-26,NA,8
"Misc","softhouse-seal","Unknown",NA,2012-03-09,NA,3
"Misc","Panesian","Panesian",NA,1991-01-01,NA,1
"Misc","Sunny Tam","Unknown",NA,2014-03-18,NA,3
"Misc","Sunny Tam","Unknown",NA,2013-02-28,NA,2
"Misc","CIRCLE Entertainment","OmniG Software Inc.",NA,2010-11-01,NA,11
"Misc","Electronic Arts","Unknown",NA,2013-12-09,NA,12
"Misc","Team17 Software","Unknown",NA,2015-01-01,NA,1
"Misc","Team17 Software","Unknown",NA,2015-01-01,NA,1
"Misc","SCEE","Unknown",NA,2014-06-03,NA,6
"Misc","Sega","Sega",NA,1991-01-01,NA,1
"Misc","Unknown","Unknown",NA,2014-02-28,NA,2
"Misc","Focus Home Interactive","Unknown",NA,2015-05-29,NA,5
"Misc","Apollo","Apollo",NA,1994-12-23,NA,12
"Misc","NHK","NHK",NA,1995-10-20,NA,10
"Misc","King.com","Unknown",NA,2013-10-30,NA,10
"Misc","Unknown","Unknown",NA,2013-09-10,NA,9
"Misc","Maestro Interactive Games","Unknown",NA,2014-02-07,NA,2
"Misc","Unknown","Unknown",NA,2013-04-20,NA,4
"Misc","Unknown","Unknown",NA,2013-04-20,NA,4
"Misc","Atlus","Unknown",NA,2012-03-01,NA,3
"Misc","Atlus","Unknown",NA,2013-11-28,NA,11
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Schell Games","Unknown",NA,2014-03-26,NA,3
"Misc","Konami Digital Entertainment","Unknown",NA,2014-05-20,NA,5
"Misc","EFUN COMPANY LIMITED","Unknown",NA,2013-09-15,NA,9
"Misc","Libii Tech Limited","Unknown",NA,2014-02-06,NA,2
"Misc","King.com","Unknown",NA,2013-06-12,NA,6
"Misc","King.com","Unknown",NA,2012-10-09,NA,10
"Misc","TeamLava","Unknown",NA,2011-12-08,NA,12
"Misc","Pix Arts","Unknown",NA,2013-12-18,NA,12
"Misc","Phoenix Games","Phoenix Games",NA,2007-01-01,NA,1
"Misc","Ubisoft","Ubisoft",NA,2007-11-13,NA,11
"Misc","Ubisoft","Ubisoft",NA,2009-10-28,NA,10
"Misc","Unknown","Ubisoft",NA,NA,NA,NA
"Misc","Ubisoft","Ubisoft",NA,2009-10-28,NA,10
"Misc","Unknown","Ubisoft Montreal",NA,NA,NA,NA
"Misc","Sierra Entertainment","Sierra",NA,1995-01-01,NA,1
"Misc","Microsoft","thelostone",NA,2011-07-27,NA,7
"Misc","Boost On","Unknown",NA,2012-03-29,NA,3
"Misc","Disney Interactive Studios","Unknown",NA,2013-08-13,NA,8
"Misc","Disney Interactive Studios","Unknown",NA,2013-08-23,NA,8
"Misc","Disney Interactive Studios","Unknown",NA,2013-08-13,NA,8
"Misc","Meister Hero","Meister Hero",NA,2010-03-25,NA,3
"Misc","Nintendo","Nintendo",NA,2009-05-25,NA,5
"Misc","Nintendo","Nintendo",NA,2009-04-01,NA,4
"Misc","Nintendo","Nintendo",NA,2014-05-19,NA,5
"Misc","Microsoft","xMONOx",NA,2009-07-24,NA,7
"Misc","Microsoft","xMONOx",NA,2010-11-04,NA,11
"Misc","Games for Friends","Unknown",NA,2013-03-29,NA,3
"Misc","Intense","Unknown",NA,2013-02-21,NA,2
"Misc","NHN corp.","Unknown",NA,2012-09-20,NA,9
"Misc","Jupiter Corporation","Unknown",NA,2013-06-13,NA,6
"Misc","Jupiter Corporation","Unknown",NA,2013-10-03,NA,10
"Misc","Jupiter Corporation","Unknown",NA,2014-05-01,NA,5
"Misc","Hasbro Interactive","Hasbro Interactive",NA,1997-01-01,NA,1
"Misc","LJN","Software Creations",NA,1990-07-01,NA,7
"Misc","Unknown","Unknown",NA,2014-04-15,NA,4
"Misc","Ultra Runaway Games","Unknown",NA,2013-11-21,NA,11
"Misc","Unknown","Unknown",NA,2013-12-18,NA,12
"Misc","TechnoBrain","Unknown",NA,2012-04-20,NA,4
"Misc","Microsoft","Holographic Dreams",NA,2009-12-16,NA,12
"Misc","Nintendo","Nintendo",NA,2006-11-19,NA,11
"Misc","Unknown","Zellers",NA,NA,NA,NA
"Misc","Digital Worldwide","Rebellion Developments",NA,2002-10-18,NA,10
"Misc","The Learning Company","21st Century Entertainment",NA,1997-01-01,NA,1
"Misc","Ubisoft","Binary 9 Studios",NA,2002-07-05,NA,7
"Misc","Atari","Atari",NA,2009-05-14,NA,5
"Misc","GameTek","Spidersoft",NA,1994-07-07,NA,7
"Misc","GameTek","Spidersoft",NA,1995-01-01,NA,1
"Misc","GameTek","Spidersoft",NA,1993-08-01,NA,8
"Misc","Cowboy Rodeo","Rebellion Developments",NA,2010-01-28,NA,1
"Misc","Sony Computer Entertainment","Sony Computer Entertainment America",NA,2010-04-29,NA,4
"Misc","GameTek","Spidersoft",NA,1995-02-01,NA,2
"Misc","GameTek","Spidersoft",NA,1995-02-01,NA,2
"Misc","Atari","21st Century Entertainment",NA,1995-06-01,NA,6
"Misc","Cowboy Rodeo","Cowboy Rodeo",NA,2009-11-23,NA,11
"Misc","505 Games","HuneX",NA,2004-06-25,NA,6
"Misc","Zen Studios","Zen Studios",NA,2007-04-25,NA,4
"Misc","Microsoft","Zen Studios",9.5,2010-10-27,NA,10
"Misc","Microsoft Studios","Zen Studios",NA,2013-05-10,NA,5
"Misc","Zen Studios","Zen Studios",NA,2014-08-14,NA,8
"Misc","Microsoft","Zen Studios",NA,2011-04-20,NA,4
"Misc","Zen Studios","Zen Studios",8.2,2010-12-08,NA,12
"Misc","Zen Studios","Zen Studios",NA,2011-06-29,NA,6
"Misc","Zen Studios","Zen Studios",NA,2011-05-17,NA,5
"Misc","Zen Studios","Zen Studios",NA,2011-12-13,NA,12
"Misc","Zen Studios","Zen Studios",NA,2011-08-31,NA,8
"Misc","Zen Studios","Zen Studios",NA,2011-10-26,NA,10
"Misc","Zen Studios","Zen Studios",NA,2011-10-12,NA,10
"Misc","Microsoft","Zen Studios",NA,2007-10-31,NA,10
"Misc","Microsoft","Zen Studios",NA,2009-09-22,NA,9
"Misc","Microsoft","Zen Studios",NA,2010-01-27,NA,1
"Misc","Microsoft","Zen Studios",NA,2008-01-16,NA,1
"Misc","Microsoft","Zen Studios",NA,2008-04-03,NA,4
"Misc","JVC","Pack-In-Video",NA,1996-01-01,NA,1
"Misc","Crave Entertainment","Crave Entertainment",NA,2009-09-30,NA,9
"Misc","Unknown","Crave Entertainment",NA,NA,NA,NA
"Misc","Crave Entertainment","FarSight Studios",NA,2008-02-26,NA,2
"Misc","System 3 Arcade Software","FarSight Studios",7,2011-03-09,NA,3
"Misc","Atari","Atari",NA,1992-01-01,NA,1
"Misc","21st Century Entertainment","Spidersoft",NA,1996-01-01,NA,1
"Misc","Nintendo","Fuse Games Limited",7.9,2009-10-12,NA,10
"Misc","Creat Studio","Creat Studios",NA,2011-11-01,NA,11
"Misc","Interplay","Unknown",NA,2010-11-19,NA,11
"Misc","Microsoft","MatthewM",NA,2009-04-18,NA,4
"Misc","Nintendo","Rare Ltd.",NA,1990-05-01,NA,5
"Misc","Phosphor Games","Unknown",NA,2013-10-31,NA,10
"Misc","Kristanix Games","Unknown",NA,2012-01-01,NA,1
"Misc","Kristanix Games","Unknown",NA,2011-02-03,NA,2
"Misc","Three Flip Studios","Unknown",NA,2014-03-20,NA,3
"Misc","Three Flip Studios","Unknown",NA,2014-03-20,NA,3
"Misc","Three Flip Studios","Unknown",NA,2014-03-20,NA,3
"Misc","CIRCLE Entertainment","Unknown",NA,2012-03-15,NA,3
"Misc","CIRCLE Entertainment","Unknown",NA,2012-03-15,NA,3
"Misc","Oddworld Inhabitans","Unknown",NA,2011-10-18,NA,10
"Misc","Unknown","Mamba Games",NA,NA,NA,NA
"Misc","Unknown","Mamba Games",NA,NA,NA,NA
"Misc","Hudson Entertainment","Hudson Soft",NA,2008-12-01,NA,12
"Misc","Gamelion Studios","Unknown",NA,2013-05-09,NA,5
"Misc","Gamelion Studios","Unknown",NA,2012-12-20,NA,12
"Misc","Line One Games","Unknown",NA,2014-05-30,NA,5
"Misc","Line One Games","Unknown",NA,2014-05-30,NA,5
"Misc","Line One Games","Unknown",NA,2014-05-30,NA,5
"Misc","Unknown","Unknown",NA,2013-05-03,NA,5
"Misc","Unknown","Unknown",NA,2014-02-24,NA,2
"Misc","Unknown","Q-Games",NA,NA,NA,NA
"Misc","Sony Computer Entertainment America","Unknown",NA,2010-04-27,NA,4
"Misc","Double Eleven","Unknown",NA,2013-07-30,NA,7
"Misc","Double Eleven","Unknown",NA,2013-08-26,NA,8
"Misc","Cooking Mama Ltd.","Unknown",NA,2013-05-17,NA,5
"Misc","PopCap Games","Oberon Media",NA,2006-08-30,NA,8
"Misc","Sony Computer Entertainment","Various",NA,1999-01-01,NA,1
"Misc","Sony Computer Entertainment","Various",NA,1999-01-01,NA,1
"Misc","Wizards Time LLC","Unknown",NA,2014-02-04,NA,2
"Misc","Miniclip.com","Unknown",NA,2012-10-04,NA,10
"Misc","Nano Games","Unknown",NA,2014-07-01,NA,7
"Misc","Ignition Entertainment","Unknown",NA,2012-07-26,NA,7
"Misc","Microsoft","Chapel",NA,2009-02-23,NA,2
"Misc","Winter Wolves Studio","Unknown",NA,2011-03-27,NA,3
"Misc","Winter Wolves Studio","Unknown",NA,2011-03-27,NA,3
"Misc","Winter Wolves Studio","Unknown",NA,2011-03-27,NA,3
"Misc","Sega","Sega",NA,1999-09-09,NA,9
"Misc","Sega","Sega",NA,2001-01-01,NA,1
"Misc","Sony Computer Entertainment","Unknown",NA,2012-02-21,NA,2
"Misc","Sony Computer Entertainment","Unknown",NA,2011-02-08,NA,2
"Misc","PopCap Games","Unknown",NA,2011-01-18,NA,1
"Misc","PopCap Games","Unknown",NA,2009-03-05,NA,3
"Misc","Electronic Arts","Unknown",NA,2011-12-14,NA,12
"Misc","PopCap Games","Unknown",NA,2010-09-08,NA,9
"Misc","PopCap Games","Unknown",NA,2011-03-14,NA,3
"Misc","PopCap Games","Unknown",NA,2009-05-05,NA,5
"Misc","PopCap Games","Unknown",NA,2011-06-22,NA,6
"Misc","PopCap Games","Unknown",NA,2013-02-21,NA,2
"Misc","PopCap Games","Unknown",NA,2013-07-31,NA,7
"Misc","PopCap Games","Unknown",NA,2013-07-31,NA,7
"Misc","PopCap Games","Unknown",NA,2013-05-20,NA,5
"Misc","Microsoft","Zenfar",NA,2009-06-10,NA,6
"Misc","XperimentalZ Games","Unknown",NA,2014-02-04,NA,2
"Misc","Capcom","Epic Games / Capcom",NA,2007-11-01,NA,11
"Misc","SelectSoft","SelectSoft",NA,2011-08-04,NA,8
"Misc","Microsoft","Scrubby Fresh Studio's L.L.C.",NA,2011-09-07,NA,9
"Misc","Unknown","Dreamcatcher",NA,NA,NA,NA
"Misc","Cancer Research UK","Unknown",NA,2014-01-28,NA,1
"Misc","Game Factory","Game Factory",NA,2011-04-11,NA,4
"Misc","BBC Multimedia","Asylum Entertainment",NA,2000-08-08,NA,8
"Misc","Knowledge Adventure","Asylum Entertainment",NA,2000-09-01,NA,9
"Misc","Victory Lap Games","Vic Tokai",NA,1996-08-09,NA,8
"Misc","Victory Lap Games","Vic Tokai",NA,1996-08-09,NA,8
"Misc","Unknown","Disney Interactive",NA,NA,NA,NA
"Misc","Disney Interactive Studios","Disney Interactive Studios",NA,2001-11-06,NA,11
"Misc","DreamCatcher Interactive","Dreamcatcher",NA,2009-12-08,NA,12
"Misc","Unknown","Sony Computer Entertainment",NA,NA,NA,NA
"Misc","Sony Computer Entertainment","Various",NA,2008-10-24,NA,10
"Misc","NCS","Mycom",NA,2009-04-09,NA,4
"Misc","Bottom Up","Bottom Up",NA,1999-12-22,NA,12
"Misc","Bottom Up","Bottom Up",NA,1999-12-22,NA,12
"Misc","Gamevil","Unknown",NA,2014-04-01,NA,4
"Misc","Bottom Up","Bottom Up",NA,1999-06-11,NA,6
"Misc","Namco","Namco",NA,1992-02-07,NA,2
"Misc","Bottom Up","Bottom Up",NA,1997-07-25,NA,7
"Misc","Roofdog Games","Unknown",NA,2013-09-30,NA,9
"Misc","Rage Software","Jester Interactive",NA,2002-04-26,NA,4
"Misc","Rage Software","Jester Interactive",NA,2002-02-22,NA,2
"Misc","Mere Mortals","Mere Mortals",NA,2010-06-18,NA,6
"Misc","Mere Mortals","Mere Mortals",NA,2010-04-16,NA,4
"Misc","Conspiracy Entertainment","Conspiracy Entertainment",NA,2009-07-29,NA,7
"Misc","Pocket Direct, L.L.C.","Pocket Direct, L.L.C.",NA,2006-03-13,NA,3
"Misc","Sirqul, Inc.","Unknown",NA,2013-04-30,NA,4
"Misc","Sirqul, Inc.","Unknown",NA,2013-12-18,NA,12
"Misc","Nintendo","Nintendo",NA,2009-07-29,NA,7
"Misc","Nintendo","Nintendo",NA,2010-02-24,NA,2
"Misc","Nintendo","Nintendo",NA,2009-12-24,NA,12
"Misc","Nintendo","Nintendo",NA,2009-05-27,NA,5
"Misc","Nintendo","Nintendo",NA,2009-12-24,NA,12
"Misc","Nintendo","Nintendo",NA,2009-07-29,NA,7
"Misc","Nintendo","Nintendo",NA,2009-10-21,NA,10
"Misc","Nintendo","Nintendo",NA,2010-02-24,NA,2
"Misc","Nintendo","Nintendo",NA,2009-05-27,NA,5
"Misc","Nintendo","Nintendo",NA,2009-10-21,NA,10
"Misc","Nintendo","Nintendo",NA,2009-10-21,NA,10
"Misc","Microsoft","Kaikomaster",NA,2009-05-27,NA,5
"Misc","Nintendo","Creatures, Inc.",NA,2011-06-06,NA,6
"Misc","Nintendo","Game Freak",NA,2011-08-05,NA,8
"Misc","Nintendo","Genius Sonority Inc.",NA,2004-02-10,NA,2
"Misc","Nintendo","Creatures Inc.",NA,2012-10-07,NA,10
"Misc","Nintendo","Game Freak",NA,2011-08-15,NA,8
"Misc","Microsoft","MarkcusD",NA,2008-11-14,NA,11
"Misc","Microsoft","shuboarder",NA,2009-10-22,NA,10
"Misc","Zynga","Unknown",NA,2010-07-20,NA,7
"Misc","Zynga","Unknown",NA,2010-12-22,NA,12
"Misc","Sega","Sega",NA,1992-01-01,NA,1
"Misc","Sega","Sega",NA,1994-01-01,NA,1
"Misc","Sega","Sega",NA,1994-01-01,NA,1
"Misc","Sega","Sega",NA,1994-01-01,NA,1
"Misc","Liquid Games","Mere Mortals",NA,2005-05-04,NA,5
"Misc","Liquid Games","Mere Mortals",NA,2005-03-06,NA,3
"Misc","Sears","Telegames",NA,1978-01-01,NA,1
"Misc","Microsoft","Stephen M Bennett",NA,2009-01-14,NA,1
"Misc","Microsoft","SevenDollarBill",NA,2009-02-07,NA,2
"Misc","Mumbo Jumbo","Unknown",NA,2008-04-30,NA,4
"Misc","Atari","Unknown",NA,1984-01-01,NA,1
"Misc","Atari","Unknown",NA,1982-11-01,NA,11
"Misc","Excalibur Publishing Limited","Unknown",NA,2011-11-25,NA,11
"Misc","Excalibur Publishing Limited","Unknown",NA,2010-09-17,NA,9
"Misc","Konami","Konami Computer Entertainment Japan",NA,1995-04-21,NA,4
"Misc","3 Sprockets","Unknown",NA,2014-03-27,NA,3
"Misc","3 Sprockets","Unknown",NA,2014-03-27,NA,3
"Misc","3 Sprockets","Unknown",NA,2014-03-27,NA,3
"Misc","JV Games Inc.","JV Games Inc.",NA,2010-06-28,NA,6
"Misc","JV Games Inc.","JV Games Inc.",NA,2008-07-28,NA,7
"Misc","Takara Tomy","Takara Tomy",NA,2009-11-25,NA,11
"Misc","Takara Tomy","Takara Tomy",NA,2009-12-01,NA,12
"Misc","Unknown","Artix Entertainment, LLC",NA,2011-09-02,NA,9
"Misc","Chillingo Ltd","Unknown",NA,2013-08-07,NA,8
"Misc","Chillingo Ltd","Unknown",NA,2012-01-20,NA,1
"Misc","Henchmen Studios","Henchmen Studios",NA,2014-06-25,NA,6
"Misc","Henchmen Studios","Henchmen Studios",NA,2014-06-25,NA,6
"Misc","505 Games","Dimple",NA,2009-03-13,NA,3
"Misc","Konami","Konami",NA,1999-02-25,NA,2
"Misc","Konami","Konami",NA,1999-02-25,NA,2
"Misc","Microsoft","PopCap Games",NA,2010-06-03,NA,6
"Misc","PopCap Games","PopCap Games",NA,2008-07-15,NA,7
"Misc","Technos Japan Corporation","Technos Japan Corporation",NA,1994-08-12,NA,8
"Misc","Nintendo","Nintendo",NA,1983-11-22,NA,11
"Misc","Ubisoft","Unknown",NA,2012-11-06,NA,11
"Misc","Supersolid Ltd","Unknown",NA,2014-04-18,NA,4
"Misc","Unknown","Valve Software",NA,2020-12-31,NA,12
"Misc","Atari","Unknown",NA,2013-02-06,NA,2
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","RealNetworks, Inc","Unknown",NA,2012-10-26,NA,10
"Misc","Sony Imagesoft","Digital Pictures",NA,1992-01-01,NA,1
"Misc","Microsoft","GIGGITYGIGG1TY",NA,2009-08-17,NA,8
"Misc","Unknown","Tivola Interactive Media",NA,NA,NA,NA
"Misc","THQ","Artech Digital Entertainment",NA,2003-09-03,NA,9
"Misc","Bandai","Unknown",NA,2012-12-04,NA,12
"Misc","Sony Computer Entertainment","SCEE",NA,1997-07-01,NA,7
"Misc","Oxygen Interactive","Ivolgamus",NA,2008-03-26,NA,3
"Misc","Microsoft","Neil Jones",NA,2011-04-27,NA,4
"Misc","Activision","Unknown",NA,1988-01-01,NA,1
"Misc","Ludia","Ludia Inc.",NA,2010-08-24,NA,8
"Misc","Ubisoft","Ludia Inc.",NA,2009-10-27,NA,10
"Misc","Santa Entertainment","Santa Entertainment",NA,2009-12-03,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Microsoft","Steve Roe",NA,2009-10-26,NA,10
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Nival Interactive","Unknown",NA,2013-02-12,NA,2
"Misc","Nival Interactive","Unknown",NA,2013-06-05,NA,6
"Misc","Nival Interactive","Unknown",NA,2013-06-05,NA,6
"Misc","Wadjet Eye Games","Unknown",NA,2013-01-01,NA,1
"Misc","Ubisoft","Unknown",NA,2009-03-24,NA,3
"Misc","Ubisoft","Unknown",NA,2008-12-02,NA,12
"Misc","Ubisoft","Unknown",NA,2008-12-02,NA,12
"Misc","Ubisoft","Unknown",NA,2013-07-25,NA,7
"Misc","FuRyu Corporation","Unknown",NA,2014-11-06,NA,11
"Misc","Unknown","Moonstone",NA,2011-07-29,NA,7
"Misc","Strategy First","Unknown",NA,2010-01-12,NA,1
"Misc","Destineer","Unknown",NA,2010-09-03,NA,9
"Misc","Strategy First","Unknown",NA,2010-01-12,NA,1
"Misc","NineLives","Gainax",NA,1998-08-13,NA,8
"Misc","NineLives","Gainax",NA,1999-01-21,NA,1
"Misc","F&C","F&C",NA,2001-09-28,NA,9
"Misc","Silver Dollar Games 2","Unknown",NA,2015-01-01,NA,1
"Misc","Silver Dollar Games 2","Unknown",NA,2015-04-01,NA,4
"Misc","Unknown","Unknown",NA,2014-07-01,NA,7
"Misc","Unknown","Unknown",NA,2014-03-12,NA,3
"Misc","Silver Dollar Games 2","Unknown",NA,2015-01-01,NA,1
"Misc","Activision Value","Unknown",NA,2001-11-23,NA,11
"Misc","Sada Soft","Sada Soft",NA,1997-12-11,NA,12
"Misc","Sada Soft","Sada Soft",NA,1997-12-18,NA,12
"Misc","Sada Soft","Sada Soft",NA,1996-07-26,NA,7
"Misc","Sada Soft","Sada Soft",NA,1996-08-30,NA,8
"Misc","Sada Soft","Sada Soft",NA,1996-09-27,NA,9
"Misc","Sada Soft","Sada Soft",NA,1997-06-27,NA,6
"Misc","Sada Soft","Sada Soft",NA,1997-08-08,NA,8
"Misc","Sada Soft","Sada Soft",NA,1997-09-25,NA,9
"Misc","Sada Soft","Sada Soft",NA,1997-11-20,NA,11
"Misc","Sada Soft","Sada Soft",NA,1997-11-27,NA,11
"Misc","Sada Soft","Sada Soft",NA,1997-12-04,NA,12
"Misc","Sada Soft","Sada Soft",NA,1996-12-27,NA,12
"Misc","Sada Soft","Sada Soft",NA,1996-11-29,NA,11
"Misc","Sada Soft","Sada Soft",NA,1997-06-20,NA,6
"Misc","Sada Soft","Sada Soft",NA,1997-04-25,NA,4
"Misc","Sada Soft","Sada Soft",NA,1997-01-29,NA,1
"Misc","Focus Home Interactive","Unknown",NA,2015-01-01,NA,1
"Misc","Aques","Aques",NA,1997-01-31,NA,1
"Misc","Athena","Athena",NA,1997-11-21,NA,11
"Misc","Athena","Athena",NA,2000-03-30,NA,3
"Misc","Athena","Athena",NA,1999-10-07,NA,10
"Misc","Culture Brain","Culture Brain",NA,1999-11-05,NA,11
"Misc","Culture Brain","Culture Brain",NA,2005-08-11,NA,8
"Misc","Interplay","Cunning Developments",NA,1996-11-30,NA,11
"Misc","Vtree Entertainment","Unknown",NA,2014-03-10,NA,3
"Misc","Vtree Entertainment","Unknown",NA,2013-10-02,NA,10
"Misc","Inlogic Software","Unknown",NA,2014-12-17,NA,12
"Misc","Plenty","Plenty",NA,2010-03-25,NA,3
"Misc","Q Entertainment/UserJoy Technology","Unknown",NA,2014-04-15,NA,4
"Misc","Q Entertainment/UserJoy Technology","Unknown",NA,2014-04-15,NA,4
"Misc","Unknown","Unknown",NA,2014-02-26,NA,2
"Misc","Gust","Unknown",NA,2014-06-26,NA,6
"Misc","Slightly Mad Studios","Unknown",NA,2014-10-01,NA,10
"Misc","Arc System Works","Arc System Works",NA,2011-12-17,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2014-07-01,NA,7
"Misc","Kiss","Unknown",NA,2014-05-01,NA,5
"Misc","Microsoft Studios","Team Dakota",NA,2014-10-07,NA,10
"Misc","Unknown","Unknown",NA,2014-03-06,NA,3
"Misc","Microsoft","Always On",NA,2011-09-20,NA,9
"Misc","The Indie Stone","Unknown",NA,2020-12-31,NA,12
"Misc","The Indie Stone","Unknown",NA,2020-12-31,NA,12
"Misc","The Indie Stone","Unknown",NA,2020-12-31,NA,12
"Misc","Codemasters","Codemasters",NA,1994-01-01,NA,1
"Misc","Codemasters","Codemasters",NA,1995-01-01,NA,1
"Misc","CIRCLE Entertainment","Unknown",NA,2013-05-02,NA,5
"Misc","CIRCLE Entertainment","Unknown",NA,2013-05-02,NA,5
"Misc","Big Ben Interactive","Bigben Interactive",NA,2011-02-18,NA,2
"Misc","Unknown","SmileBoom",NA,2011-03-09,NA,3
"Misc","Marvelous Interactive","Marvelous Interactive",NA,2004-12-09,NA,12
"Misc","Microsoft","Polychrome",NA,2009-09-11,NA,9
"Misc","Andamiro U.S.A. Corp.","Andamiro U.S.A. Corp.",NA,1999-10-01,NA,10
"Misc","Studio9","Andamiro U.S.A. Corp.",NA,2006-11-30,NA,11
"Misc","Andamiro U.S.A. Corp.","Andamiro U.S.A. Corp.",NA,2003-01-01,NA,1
"Misc","Studio9","Andamiro U.S.A. Corp.",NA,2007-10-15,NA,10
"Misc","Buka Enterteinment","Unknown",NA,2012-08-08,NA,8
"Misc","Silver Fox Media","Unknown",NA,2013-03-14,NA,3
"Misc","Microsoft","Stegersaurus Games",NA,2009-10-01,NA,10
"Misc","Microsoft","MatthewM",NA,2009-10-19,NA,10
"Misc","Bandai","Bandai",NA,2000-06-22,NA,6
"Misc","Activision Value","Unknown",NA,2007-11-06,NA,11
"Misc","Gogii Games","Unknown",NA,2006-04-06,NA,4
"Misc","Triniti Interactive","Unknown",NA,2014-03-20,NA,3
"Misc","Triniti Interactive","Unknown",NA,2014-03-20,NA,3
"Misc","Unknown","Unknown",NA,2014-04-15,NA,4
"Misc","Simon & Schuster Interactive","Iridon Interactive",NA,2003-05-28,NA,5
"Misc","Legendo Entertainment","Legendo Entertainment",NA,2005-02-04,NA,2
"Misc","Triniti Interactive","Unknown",NA,2014-12-05,NA,12
"Misc","Triniti Interactive","Unknown",NA,2014-07-30,NA,7
"Misc","eGames",NA,NA,2008-06-13,NA,6
"Misc","Humongous","Humongous Entertainment",NA,1994-01-01,NA,1
"Misc","Humongous","Humongous Entertainment",NA,1994-01-01,NA,1
"Misc","Humongous","Humongous Entertainment",NA,1994-01-01,NA,1
